id,regionCode,riskLevel,diabetes,gender,smoker,age,systolic,cholesterol,cholesterolUnit,bmi,bmiUnit,hs,hsValue,riskLevelId
620,sa,null,0,M,0,40,120,7,mmol_L,.,kg/m^2,1,4,1
621,sa,null,0,M,0,40,119,3.9,mmol_L,.,kg/m^2,1,1,1
622,sa,null,0,M,0,40,119,4,mmol_L,.,kg/m^2,1,2,1
623,sa,null,0,M,0,40,119,5,mmol_L,.,kg/m^2,1,2,1
624,sa,null,0,M,0,40,119,6,mmol_L,.,kg/m^2,1,2,1
625,sa,null,0,M,0,40,119,7,mmol_L,.,kg/m^2,1,3,1
626,sa,null,0,M,1,40,180,3.9,mmol_L,.,kg/m^2,2,9,2
627,sa,null,0,M,1,40,180,4,mmol_L,.,kg/m^2,2,10,2
628,sa,null,0,M,1,40,180,5,mmol_L,.,kg/m^2,3,12,3
629,sa,null,0,M,1,40,180,6,mmol_L,.,kg/m^2,3,15,3
630,sa,null,0,M,1,40,180,7,mmol_L,.,kg/m^2,3,18,3
631,sa,null,0,M,1,40,160,3.9,mmol_L,.,kg/m^2,2,7,2
632,sa,null,0,M,1,40,160,4,mmol_L,.,kg/m^2,2,8,2
633,sa,null,0,M,1,40,160,5,mmol_L,.,kg/m^2,2,9,2
634,sa,null,0,M,1,40,160,6,mmol_L,.,kg/m^2,3,11,3
635,sa,null,0,M,1,40,160,7,mmol_L,.,kg/m^2,3,13,3
636,sa,null,0,M,1,40,140,3.9,mmol_L,.,kg/m^2,2,5,2
637,sa,null,0,M,1,40,140,4,mmol_L,.,kg/m^2,2,6,2
638,sa,null,0,M,1,40,140,5,mmol_L,.,kg/m^2,2,7,2
639,sa,null,0,M,1,40,140,6,mmol_L,.,kg/m^2,2,8,2
640,sa,null,0,M,1,40,140,7,mmol_L,.,kg/m^2,2,10,2
641,sa,null,0,M,1,40,120,3.9,mmol_L,.,kg/m^2,1,4,1
642,sa,null,0,M,1,40,120,4,mmol_L,.,kg/m^2,1,4,1
643,sa,null,0,M,1,40,120,5,mmol_L,.,kg/m^2,2,5,2
644,sa,null,0,M,1,40,120,6,mmol_L,.,kg/m^2,2,6,2
645,sa,null,0,M,1,40,120,7,mmol_L,.,kg/m^2,2,8,2
646,sa,null,0,M,1,40,119,3.9,mmol_L,.,kg/m^2,1,3,1
647,sa,null,0,M,1,40,119,4,mmol_L,.,kg/m^2,1,3,1
648,sa,null,0,M,1,40,119,5,mmol_L,.,kg/m^2,1,4,1
649,sa,null,0,M,1,40,119,6,mmol_L,.,kg/m^2,2,5,2
650,sa,null,0,M,1,40,119,7,mmol_L,.,kg/m^2,2,6,2
651,sa,null,0,F,0,40,180,3.9,mmol_L,.,kg/m^2,1,4,1
652,sa,null,0,F,0,40,180,4,mmol_L,.,kg/m^2,1,4,1
653,sa,null,0,F,0,40,180,5,mmol_L,.,kg/m^2,1,4,1
654,sa,null,0,F,0,40,180,6,mmol_L,.,kg/m^2,2,5,2
655,sa,null,0,F,0,40,180,7,mmol_L,.,kg/m^2,2,6,2
656,sa,null,0,F,0,40,160,3.9,mmol_L,.,kg/m^2,1,3,1
657,sa,null,0,F,0,40,160,4,mmol_L,.,kg/m^2,1,3,1
658,sa,null,0,F,0,40,160,5,mmol_L,.,kg/m^2,1,3,1
659,sa,null,0,F,0,40,160,6,mmol_L,.,kg/m^2,1,4,1
660,sa,null,0,F,0,40,160,7,mmol_L,.,kg/m^2,1,4,1
661,sa,null,0,F,0,40,140,3.9,mmol_L,.,kg/m^2,1,2,1
662,sa,null,0,F,0,40,140,4,mmol_L,.,kg/m^2,1,2,1
663,sa,null,0,F,0,40,140,5,mmol_L,.,kg/m^2,1,3,1
664,sa,null,0,F,0,40,140,6,mmol_L,.,kg/m^2,1,3,1
665,sa,null,0,F,0,40,140,7,mmol_L,.,kg/m^2,1,3,1
666,sa,null,0,F,0,40,120,3.9,mmol_L,.,kg/m^2,1,2,1
667,sa,null,0,F,0,40,120,4,mmol_L,.,kg/m^2,1,2,1
668,sa,null,0,F,0,40,120,5,mmol_L,.,kg/m^2,1,2,1
669,sa,null,0,F,0,40,120,6,mmol_L,.,kg/m^2,1,2,1
670,sa,null,0,F,0,40,120,7,mmol_L,.,kg/m^2,1,2,1
671,sa,null,0,F,0,40,119,3.9,mmol_L,.,kg/m^2,1,1,1
672,sa,null,0,F,0,40,119,4,mmol_L,.,kg/m^2,1,1,1
673,sa,null,0,F,0,40,119,5,mmol_L,.,kg/m^2,1,1,1
674,sa,null,0,F,0,40,119,6,mmol_L,.,kg/m^2,1,2,1
675,sa,null,0,F,0,40,119,7,mmol_L,.,kg/m^2,1,2,1
676,sa,null,0,F,1,40,180,3.9,mmol_L,.,kg/m^2,2,8,2
677,sa,null,0,F,1,40,180,4,mmol_L,.,kg/m^2,2,9,2
678,sa,null,0,F,1,40,180,5,mmol_L,.,kg/m^2,2,10,2
679,sa,null,0,F,1,40,180,6,mmol_L,.,kg/m^2,3,11,3
680,sa,null,0,F,1,40,180,7,mmol_L,.,kg/m^2,3,13,3
681,sa,null,0,F,1,40,160,3.9,mmol_L,.,kg/m^2,2,6,2
682,sa,null,0,F,1,40,160,4,mmol_L,.,kg/m^2,2,7,2
683,sa,null,0,F,1,40,160,5,mmol_L,.,kg/m^2,2,8,2
684,sa,null,0,F,1,40,160,6,mmol_L,.,kg/m^2,2,9,2
685,sa,null,0,F,1,40,160,7,mmol_L,.,kg/m^2,2,10,2
686,sa,null,0,F,1,40,140,3.9,mmol_L,.,kg/m^2,2,5,2
687,sa,null,0,F,1,40,140,4,mmol_L,.,kg/m^2,2,5,2
688,sa,null,0,F,1,40,140,5,mmol_L,.,kg/m^2,2,6,2
689,sa,null,0,F,1,40,140,6,mmol_L,.,kg/m^2,2,7,2
690,sa,null,0,F,1,40,140,7,mmol_L,.,kg/m^2,2,8,2
691,sa,null,0,F,1,40,120,3.9,mmol_L,.,kg/m^2,1,3,1
692,sa,null,0,F,1,40,120,4,mmol_L,.,kg/m^2,1,4,1
693,sa,null,0,F,1,40,120,5,mmol_L,.,kg/m^2,1,4,1
694,sa,null,0,F,1,40,120,6,mmol_L,.,kg/m^2,2,5,2
695,sa,null,0,F,1,40,120,7,mmol_L,.,kg/m^2,2,6,2
696,sa,null,0,F,1,40,119,3.9,mmol_L,.,kg/m^2,1,3,1
697,sa,null,0,F,1,40,119,4,mmol_L,.,kg/m^2,1,3,1
698,sa,null,0,F,1,40,119,5,mmol_L,.,kg/m^2,1,3,1
699,sa,null,0,F,1,40,119,6,mmol_L,.,kg/m^2,1,4,1
700,sa,null,0,F,1,40,119,7,mmol_L,.,kg/m^2,2,5,2
701,sa,null,1,M,0,70,180,3.9,mmol_L,.,kg/m^2,5,30,5
702,sa,null,1,M,0,70,180,4,mmol_L,.,kg/m^2,5,33,5
703,sa,null,1,M,0,70,180,5,mmol_L,.,kg/m^2,5,36,5
704,sa,null,1,M,0,70,180,6,mmol_L,.,kg/m^2,5,40,5
705,sa,null,1,M,0,70,180,7,mmol_L,.,kg/m^2,5,44,5
706,sa,null,1,M,0,70,160,3.9,mmol_L,.,kg/m^2,4,25,4
707,sa,null,1,M,0,70,160,4,mmol_L,.,kg/m^2,4,28,4
708,sa,null,1,M,0,70,160,5,mmol_L,.,kg/m^2,5,31,5
709,sa,null,1,M,0,70,160,6,mmol_L,.,kg/m^2,5,34,5
710,sa,null,1,M,0,70,160,7,mmol_L,.,kg/m^2,5,38,5
711,sa,null,1,M,0,70,140,3.9,mmol_L,.,kg/m^2,4,21,4
712,sa,null,1,M,0,70,140,4,mmol_L,.,kg/m^2,4,23,4
713,sa,null,1,M,0,70,140,5,mmol_L,.,kg/m^2,4,26,4
714,sa,null,1,M,0,70,140,6,mmol_L,.,kg/m^2,4,29,4
715,sa,null,1,M,0,70,140,7,mmol_L,.,kg/m^2,5,32,5
716,sa,null,1,M,0,70,120,3.9,mmol_L,.,kg/m^2,3,18,3
717,sa,null,1,M,0,70,120,4,mmol_L,.,kg/m^2,3,19,3
718,sa,null,1,M,0,70,120,5,mmol_L,.,kg/m^2,4,22,4
719,sa,null,1,M,0,70,120,6,mmol_L,.,kg/m^2,4,24,4
720,sa,null,1,M,0,70,120,7,mmol_L,.,kg/m^2,4,27,4
721,sa,null,1,M,0,70,119,3.9,mmol_L,.,kg/m^2,3,15,3
722,sa,null,1,M,0,70,119,4,mmol_L,.,kg/m^2,3,16,3
723,sa,null,1,M,0,70,119,5,mmol_L,.,kg/m^2,3,18,3
724,sa,null,1,M,0,70,119,6,mmol_L,.,kg/m^2,4,20,4
725,sa,null,1,M,0,70,119,7,mmol_L,.,kg/m^2,4,23,4
726,sa,null,1,M,1,70,180,3.9,mmol_L,.,kg/m^2,5,37,5
727,sa,null,1,M,1,70,180,4,mmol_L,.,kg/m^2,5,41,5
728,sa,null,1,M,1,70,180,5,mmol_L,.,kg/m^2,5,45,5
729,sa,null,1,M,1,70,180,6,mmol_L,.,kg/m^2,5,50,5
730,sa,null,1,M,1,70,180,7,mmol_L,.,kg/m^2,5,54,5
731,sa,null,1,M,1,70,160,3.9,mmol_L,.,kg/m^2,5,32,5
732,sa,null,1,M,1,70,160,4,mmol_L,.,kg/m^2,5,35,5
733,sa,null,1,M,1,70,160,5,mmol_L,.,kg/m^2,5,39,5
734,sa,null,1,M,1,70,160,6,mmol_L,.,kg/m^2,5,43,5
735,sa,null,1,M,1,70,160,7,mmol_L,.,kg/m^2,5,47,5
736,sa,null,1,M,1,70,140,3.9,mmol_L,.,kg/m^2,4,27,4
737,sa,null,1,M,1,70,140,4,mmol_L,.,kg/m^2,5,30,5
738,sa,null,1,M,1,70,140,5,mmol_L,.,kg/m^2,5,33,5
739,sa,null,1,M,1,70,140,6,mmol_L,.,kg/m^2,5,36,5
740,sa,null,1,M,1,70,140,7,mmol_L,.,kg/m^2,5,40,5
741,sa,null,1,M,1,70,120,3.9,mmol_L,.,kg/m^2,4,22,4
742,sa,null,1,M,1,70,120,4,mmol_L,.,kg/m^2,4,25,4
743,sa,null,1,M,1,70,120,5,mmol_L,.,kg/m^2,4,28,4
744,sa,null,1,M,1,70,120,6,mmol_L,.,kg/m^2,5,31,5
745,sa,null,1,M,1,70,120,7,mmol_L,.,kg/m^2,5,34,5
746,sa,null,1,M,1,70,119,3.9,mmol_L,.,kg/m^2,3,19,3
747,sa,null,1,M,1,70,119,4,mmol_L,.,kg/m^2,4,21,4
748,sa,null,1,M,1,70,119,5,mmol_L,.,kg/m^2,4,23,4
749,sa,null,1,M,1,70,119,6,mmol_L,.,kg/m^2,4,26,4
750,sa,null,1,M,1,70,119,7,mmol_L,.,kg/m^2,4,29,4
751,sa,null,1,F,0,70,180,3.9,mmol_L,.,kg/m^2,4,27,4
752,sa,null,1,F,0,70,180,4,mmol_L,.,kg/m^2,4,28,4
753,sa,null,1,F,0,70,180,5,mmol_L,.,kg/m^2,4,29,4
754,sa,null,1,F,0,70,180,6,mmol_L,.,kg/m^2,5,31,5
755,sa,null,1,F,0,70,180,7,mmol_L,.,kg/m^2,5,33,5
756,sa,null,1,F,0,70,160,3.9,mmol_L,.,kg/m^2,4,23,4
757,sa,null,1,F,0,70,160,4,mmol_L,.,kg/m^2,4,24,4
758,sa,null,1,F,0,70,160,5,mmol_L,.,kg/m^2,4,25,4
759,sa,null,1,F,0,70,160,6,mmol_L,.,kg/m^2,4,27,4
760,sa,null,1,F,0,70,160,7,mmol_L,.,kg/m^2,4,28,4
761,sa,null,1,F,0,70,140,3.9,mmol_L,.,kg/m^2,4,20,4
762,sa,null,1,F,0,70,140,4,mmol_L,.,kg/m^2,4,21,4
763,sa,null,1,F,0,70,140,5,mmol_L,.,kg/m^2,4,22,4
764,sa,null,1,F,0,70,140,6,mmol_L,.,kg/m^2,4,23,4
765,sa,null,1,F,0,70,140,7,mmol_L,.,kg/m^2,4,24,4
766,sa,null,1,F,0,70,120,3.9,mmol_L,.,kg/m^2,3,17,3
767,sa,null,1,F,0,70,120,4,mmol_L,.,kg/m^2,3,17,3
768,sa,null,1,F,0,70,120,5,mmol_L,.,kg/m^2,3,18,3
769,sa,null,1,F,0,70,120,6,mmol_L,.,kg/m^2,3,19,3
770,sa,null,1,F,0,70,120,7,mmol_L,.,kg/m^2,4,20,4
771,sa,null,1,F,0,70,119,3.9,mmol_L,.,kg/m^2,3,14,3
772,sa,null,1,F,0,70,119,4,mmol_L,.,kg/m^2,3,15,3
773,sa,null,1,F,0,70,119,5,mmol_L,.,kg/m^2,3,16,3
774,sa,null,1,F,0,70,119,6,mmol_L,.,kg/m^2,3,16,3
775,sa,null,1,F,0,70,119,7,mmol_L,.,kg/m^2,3,17,3
776,sa,null,1,F,1,70,180,3.9,mmol_L,.,kg/m^2,5,36,5
777,sa,null,1,F,1,70,180,4,mmol_L,.,kg/m^2,5,38,5
778,sa,null,1,F,1,70,180,5,mmol_L,.,kg/m^2,5,40,5
779,sa,null,1,F,1,70,180,6,mmol_L,.,kg/m^2,5,42,5
780,sa,null,1,F,1,70,180,7,mmol_L,.,kg/m^2,5,44,5
781,sa,null,1,F,1,70,160,3.9,mmol_L,.,kg/m^2,5,31,5
782,sa,null,1,F,1,70,160,4,mmol_L,.,kg/m^2,5,33,5
783,sa,null,1,F,1,70,160,5,mmol_L,.,kg/m^2,5,35,5
784,sa,null,1,F,1,70,160,6,mmol_L,.,kg/m^2,5,36,5
785,sa,null,1,F,1,70,160,7,mmol_L,.,kg/m^2,5,38,5
786,sa,null,1,F,1,70,140,3.9,mmol_L,.,kg/m^2,4,27,4
787,sa,null,1,F,1,70,140,4,mmol_L,.,kg/m^2,4,28,4
788,sa,null,1,F,1,70,140,5,mmol_L,.,kg/m^2,5,30,5
789,sa,null,1,F,1,70,140,6,mmol_L,.,kg/m^2,5,31,5
790,sa,null,1,F,1,70,140,7,mmol_L,.,kg/m^2,5,33,5
791,sa,null,1,F,1,70,120,3.9,mmol_L,.,kg/m^2,4,23,4
792,sa,null,1,F,1,70,120,4,mmol_L,.,kg/m^2,4,24,4
793,sa,null,1,F,1,70,120,5,mmol_L,.,kg/m^2,4,26,4
794,sa,null,1,F,1,70,120,6,mmol_L,.,kg/m^2,4,27,4
795,sa,null,1,F,1,70,120,7,mmol_L,.,kg/m^2,4,28,4
796,sa,null,1,F,1,70,119,3.9,mmol_L,.,kg/m^2,4,20,4
797,sa,null,1,F,1,70,119,4,mmol_L,.,kg/m^2,4,21,4
798,sa,null,1,F,1,70,119,5,mmol_L,.,kg/m^2,4,22,4
799,sa,null,1,F,1,70,119,6,mmol_L,.,kg/m^2,4,23,4
800,sa,null,1,F,1,70,119,7,mmol_L,.,kg/m^2,4,24,4
801,sa,null,1,M,0,65,180,3.9,mmol_L,.,kg/m^2,4,25,4
802,sa,null,1,M,0,65,180,4,mmol_L,.,kg/m^2,4,28,4
803,sa,null,1,M,0,65,180,5,mmol_L,.,kg/m^2,5,31,5
804,sa,null,1,M,0,65,180,6,mmol_L,.,kg/m^2,5,35,5
805,sa,null,1,M,0,65,180,7,mmol_L,.,kg/m^2,5,39,5
806,sa,null,1,M,0,65,160,3.9,mmol_L,.,kg/m^2,4,20,4
807,sa,null,1,M,0,65,160,4,mmol_L,.,kg/m^2,4,23,4
808,sa,null,1,M,0,65,160,5,mmol_L,.,kg/m^2,4,26,4
809,sa,null,1,M,0,65,160,6,mmol_L,.,kg/m^2,4,29,4
810,sa,null,1,M,0,65,160,7,mmol_L,.,kg/m^2,5,32,5
811,sa,null,1,M,0,65,140,3.9,mmol_L,.,kg/m^2,3,17,3
812,sa,null,1,M,0,65,140,4,mmol_L,.,kg/m^2,3,19,3
813,sa,null,1,M,0,65,140,5,mmol_L,.,kg/m^2,4,21,4
814,sa,null,1,M,0,65,140,6,mmol_L,.,kg/m^2,4,24,4
815,sa,null,1,M,0,65,140,7,mmol_L,.,kg/m^2,4,27,4
816,sa,null,1,M,0,65,120,3.9,mmol_L,.,kg/m^2,3,14,3
817,sa,null,1,M,0,65,120,4,mmol_L,.,kg/m^2,3,15,3
818,sa,null,1,M,0,65,120,5,mmol_L,.,kg/m^2,3,17,3
819,sa,null,1,M,0,65,120,6,mmol_L,.,kg/m^2,4,20,4
820,sa,null,1,M,0,65,120,7,mmol_L,.,kg/m^2,4,22,4
821,sa,null,1,M,0,65,119,3.9,mmol_L,.,kg/m^2,3,11,3
822,sa,null,1,M,0,65,119,4,mmol_L,.,kg/m^2,3,12,3
823,sa,null,1,M,0,65,119,5,mmol_L,.,kg/m^2,3,14,3
824,sa,null,1,M,0,65,119,6,mmol_L,.,kg/m^2,3,16,3
825,sa,null,1,M,0,65,119,7,mmol_L,.,kg/m^2,3,18,3
826,sa,null,1,M,1,65,180,3.9,mmol_L,.,kg/m^2,5,33,5
827,sa,null,1,M,1,65,180,4,mmol_L,.,kg/m^2,5,37,5
828,sa,null,1,M,1,65,180,5,mmol_L,.,kg/m^2,5,41,5
829,sa,null,1,M,1,65,180,6,mmol_L,.,kg/m^2,5,45,5
830,sa,null,1,M,1,65,180,7,mmol_L,.,kg/m^2,5,51,5
831,sa,null,1,M,1,65,160,3.9,mmol_L,.,kg/m^2,4,27,4
832,sa,null,1,M,1,65,160,4,mmol_L,.,kg/m^2,5,31,5
833,sa,null,1,M,1,65,160,5,mmol_L,.,kg/m^2,5,34,5
834,sa,null,1,M,1,65,160,6,mmol_L,.,kg/m^2,5,38,5
835,sa,null,1,M,1,65,160,7,mmol_L,.,kg/m^2,5,43,5
836,sa,null,1,M,1,65,140,3.9,mmol_L,.,kg/m^2,4,23,4
837,sa,null,1,M,1,65,140,4,mmol_L,.,kg/m^2,4,25,4
838,sa,null,1,M,1,65,140,5,mmol_L,.,kg/m^2,4,29,4
839,sa,null,1,M,1,65,140,6,mmol_L,.,kg/m^2,5,32,5
840,sa,null,1,M,1,65,140,7,mmol_L,.,kg/m^2,5,36,5
841,sa,null,1,M,1,65,120,3.9,mmol_L,.,kg/m^2,3,19,3
842,sa,null,1,M,1,65,120,4,mmol_L,.,kg/m^2,4,21,4
843,sa,null,1,M,1,65,120,5,mmol_L,.,kg/m^2,4,24,4
844,sa,null,1,M,1,65,120,6,mmol_L,.,kg/m^2,4,27,4
845,sa,null,1,M,1,65,120,7,mmol_L,.,kg/m^2,5,30,5
846,sa,null,1,M,1,65,119,3.9,mmol_L,.,kg/m^2,3,15,3
847,sa,null,1,M,1,65,119,4,mmol_L,.,kg/m^2,3,17,3
848,sa,null,1,M,1,65,119,5,mmol_L,.,kg/m^2,3,19,3
849,sa,null,1,M,1,65,119,6,mmol_L,.,kg/m^2,4,22,4
850,sa,null,1,M,1,65,119,7,mmol_L,.,kg/m^2,4,25,4
851,sa,null,1,F,0,65,180,3.9,mmol_L,.,kg/m^2,4,22,4
852,sa,null,1,F,0,65,180,4,mmol_L,.,kg/m^2,4,23,4
853,sa,null,1,F,0,65,180,5,mmol_L,.,kg/m^2,4,25,4
854,sa,null,1,F,0,65,180,6,mmol_L,.,kg/m^2,4,26,4
855,sa,null,1,F,0,65,180,7,mmol_L,.,kg/m^2,4,28,4
856,sa,null,1,F,0,65,160,3.9,mmol_L,.,kg/m^2,3,18,3
857,sa,null,1,F,0,65,160,4,mmol_L,.,kg/m^2,4,20,4
858,sa,null,1,F,0,65,160,5,mmol_L,.,kg/m^2,4,21,4
859,sa,null,1,F,0,65,160,6,mmol_L,.,kg/m^2,4,22,4
860,sa,null,1,F,0,65,160,7,mmol_L,.,kg/m^2,4,24,4
861,sa,null,1,F,0,65,140,3.9,mmol_L,.,kg/m^2,3,15,3
862,sa,null,1,F,0,65,140,4,mmol_L,.,kg/m^2,3,16,3
863,sa,null,1,F,0,65,140,5,mmol_L,.,kg/m^2,3,17,3
864,sa,null,1,F,0,65,140,6,mmol_L,.,kg/m^2,3,19,3
865,sa,null,1,F,0,65,140,7,mmol_L,.,kg/m^2,4,20,4
866,sa,null,1,F,0,65,120,3.9,mmol_L,.,kg/m^2,3,13,3
867,sa,null,1,F,0,65,120,4,mmol_L,.,kg/m^2,3,14,3
868,sa,null,1,F,0,65,120,5,mmol_L,.,kg/m^2,3,15,3
869,sa,null,1,F,0,65,120,6,mmol_L,.,kg/m^2,3,16,3
870,sa,null,1,F,0,65,120,7,mmol_L,.,kg/m^2,3,17,3
871,sa,null,1,F,0,65,119,3.9,mmol_L,.,kg/m^2,3,11,3
872,sa,null,1,F,0,65,119,4,mmol_L,.,kg/m^2,3,11,3
873,sa,null,1,F,0,65,119,5,mmol_L,.,kg/m^2,3,12,3
874,sa,null,1,F,0,65,119,6,mmol_L,.,kg/m^2,3,13,3
875,sa,null,1,F,0,65,119,7,mmol_L,.,kg/m^2,3,14,3
876,sa,null,1,F,1,65,180,3.9,mmol_L,.,kg/m^2,5,32,5
877,sa,null,1,F,1,65,180,4,mmol_L,.,kg/m^2,5,34,5
878,sa,null,1,F,1,65,180,5,mmol_L,.,kg/m^2,5,36,5
879,sa,null,1,F,1,65,180,6,mmol_L,.,kg/m^2,5,39,5
880,sa,null,1,F,1,65,180,7,mmol_L,.,kg/m^2,5,41,5
881,sa,null,1,F,1,65,160,3.9,mmol_L,.,kg/m^2,4,28,4
882,sa,null,1,F,1,65,160,4,mmol_L,.,kg/m^2,4,29,4
883,sa,null,1,F,1,65,160,5,mmol_L,.,kg/m^2,5,31,5
884,sa,null,1,F,1,65,160,6,mmol_L,.,kg/m^2,5,33,5
885,sa,null,1,F,1,65,160,7,mmol_L,.,kg/m^2,5,35,5
886,sa,null,1,F,1,65,140,3.9,mmol_L,.,kg/m^2,4,23,4
887,sa,null,1,F,1,65,140,4,mmol_L,.,kg/m^2,4,25,4
888,sa,null,1,F,1,65,140,5,mmol_L,.,kg/m^2,4,26,4
889,sa,null,1,F,1,65,140,6,mmol_L,.,kg/m^2,4,28,4
890,sa,null,1,F,1,65,140,7,mmol_L,.,kg/m^2,5,30,5
891,sa,null,1,F,1,65,120,3.9,mmol_L,.,kg/m^2,4,20,4
892,sa,null,1,F,1,65,120,4,mmol_L,.,kg/m^2,4,21,4
893,sa,null,1,F,1,65,120,5,mmol_L,.,kg/m^2,4,22,4
894,sa,null,1,F,1,65,120,6,mmol_L,.,kg/m^2,4,24,4
895,sa,null,1,F,1,65,120,7,mmol_L,.,kg/m^2,4,25,4
896,sa,null,1,F,1,65,119,3.9,mmol_L,.,kg/m^2,3,16,3
897,sa,null,1,F,1,65,119,4,mmol_L,.,kg/m^2,3,17,3
898,sa,null,1,F,1,65,119,5,mmol_L,.,kg/m^2,3,19,3
899,sa,null,1,F,1,65,119,6,mmol_L,.,kg/m^2,4,20,4
900,sa,null,1,F,1,65,119,7,mmol_L,.,kg/m^2,4,21,4
901,sa,null,1,M,0,60,180,3.9,mmol_L,.,kg/m^2,4,20,4
902,sa,null,1,M,0,60,180,4,mmol_L,.,kg/m^2,4,23,4
903,sa,null,1,M,0,60,180,5,mmol_L,.,kg/m^2,4,26,4
904,sa,null,1,M,0,60,180,6,mmol_L,.,kg/m^2,5,30,5
905,sa,null,1,M,0,60,180,7,mmol_L,.,kg/m^2,5,34,5
906,sa,null,1,M,0,60,160,3.9,mmol_L,.,kg/m^2,3,16,3
907,sa,null,1,M,0,60,160,4,mmol_L,.,kg/m^2,3,19,3
908,sa,null,1,M,0,60,160,5,mmol_L,.,kg/m^2,4,21,4
909,sa,null,1,M,0,60,160,6,mmol_L,.,kg/m^2,4,24,4
910,sa,null,1,M,0,60,160,7,mmol_L,.,kg/m^2,4,28,4
911,sa,null,1,M,0,60,140,3.9,mmol_L,.,kg/m^2,3,13,3
912,sa,null,1,M,0,60,140,4,mmol_L,.,kg/m^2,3,15,3
913,sa,null,1,M,0,60,140,5,mmol_L,.,kg/m^2,3,17,3
914,sa,null,1,M,0,60,140,6,mmol_L,.,kg/m^2,4,20,4
915,sa,null,1,M,0,60,140,7,mmol_L,.,kg/m^2,4,22,4
916,sa,null,1,M,0,60,120,3.9,mmol_L,.,kg/m^2,3,11,3
917,sa,null,1,M,0,60,120,4,mmol_L,.,kg/m^2,3,12,3
918,sa,null,1,M,0,60,120,5,mmol_L,.,kg/m^2,3,14,3
919,sa,null,1,M,0,60,120,6,mmol_L,.,kg/m^2,3,16,3
920,sa,null,1,M,0,60,120,7,mmol_L,.,kg/m^2,3,18,3
921,sa,null,1,M,0,60,119,3.9,mmol_L,.,kg/m^2,2,8,2
922,sa,null,1,M,0,60,119,4,mmol_L,.,kg/m^2,2,10,2
923,sa,null,1,M,0,60,119,5,mmol_L,.,kg/m^2,3,11,3
924,sa,null,1,M,0,60,119,6,mmol_L,.,kg/m^2,3,13,3
925,sa,null,1,M,0,60,119,7,mmol_L,.,kg/m^2,3,15,3
926,sa,null,1,M,1,60,180,3.9,mmol_L,.,kg/m^2,4,29,4
927,sa,null,1,M,1,60,180,4,mmol_L,.,kg/m^2,5,33,5
928,sa,null,1,M,1,60,180,5,mmol_L,.,kg/m^2,5,37,5
929,sa,null,1,M,1,60,180,6,mmol_L,.,kg/m^2,5,42,5
930,sa,null,1,M,1,60,180,7,mmol_L,.,kg/m^2,5,47,5
931,sa,null,1,M,1,60,160,3.9,mmol_L,.,kg/m^2,4,24,4
932,sa,null,1,M,1,60,160,4,mmol_L,.,kg/m^2,4,27,4
933,sa,null,1,M,1,60,160,5,mmol_L,.,kg/m^2,5,30,5
934,sa,null,1,M,1,60,160,6,mmol_L,.,kg/m^2,5,35,5
935,sa,null,1,M,1,60,160,7,mmol_L,.,kg/m^2,5,39,5
936,sa,null,1,M,1,60,140,3.9,mmol_L,.,kg/m^2,3,19,3
937,sa,null,1,M,1,60,140,4,mmol_L,.,kg/m^2,4,22,4
938,sa,null,1,M,1,60,140,5,mmol_L,.,kg/m^2,4,25,4
939,sa,null,1,M,1,60,140,6,mmol_L,.,kg/m^2,4,28,4
940,sa,null,1,M,1,60,140,7,mmol_L,.,kg/m^2,5,32,5
941,sa,null,1,M,1,60,120,3.9,mmol_L,.,kg/m^2,3,15,3
942,sa,null,1,M,1,60,120,4,mmol_L,.,kg/m^2,3,18,3
943,sa,null,1,M,1,60,120,5,mmol_L,.,kg/m^2,4,20,4
944,sa,null,1,M,1,60,120,6,mmol_L,.,kg/m^2,4,23,4
945,sa,null,1,M,1,60,120,7,mmol_L,.,kg/m^2,4,27,4
946,sa,null,1,M,1,60,119,3.9,mmol_L,.,kg/m^2,3,12,3
947,sa,null,1,M,1,60,119,4,mmol_L,.,kg/m^2,3,14,3
948,sa,null,1,M,1,60,119,5,mmol_L,.,kg/m^2,3,16,3
949,sa,null,1,M,1,60,119,6,mmol_L,.,kg/m^2,3,19,3
950,sa,null,1,M,1,60,119,7,mmol_L,.,kg/m^2,4,22,4
951,sa,null,1,F,0,60,180,3.9,mmol_L,.,kg/m^2,3,18,3
952,sa,null,1,F,0,60,180,4,mmol_L,.,kg/m^2,3,19,3
953,sa,null,1,F,0,60,180,5,mmol_L,.,kg/m^2,4,21,4
954,sa,null,1,F,0,60,180,6,mmol_L,.,kg/m^2,4,22,4
955,sa,null,1,F,0,60,180,7,mmol_L,.,kg/m^2,4,24,4
956,sa,null,1,F,0,60,160,3.9,mmol_L,.,kg/m^2,3,15,3
957,sa,null,1,F,0,60,160,4,mmol_L,.,kg/m^2,3,16,3
958,sa,null,1,F,0,60,160,5,mmol_L,.,kg/m^2,3,17,3
959,sa,null,1,F,0,60,160,6,mmol_L,.,kg/m^2,3,18,3
960,sa,null,1,F,0,60,160,7,mmol_L,.,kg/m^2,4,20,4
961,sa,null,1,F,0,60,140,3.9,mmol_L,.,kg/m^2,3,12,3
962,sa,null,1,F,0,60,140,4,mmol_L,.,kg/m^2,3,13,3
963,sa,null,1,F,0,60,140,5,mmol_L,.,kg/m^2,3,14,3
